City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
2126123,Chokurdakh,RU,70.6333,147.9167,-30.6,85,91,4.56
3703239,Pedasí,PA,7.5333,-80.0333,82.26,68,0,13.94
5110365,Broome,US,42.2506,-75.833,22.05,45,1,12.66
3831208,Qaanaaq,GL,77.484,-69.3632,-2.31,61,89,9.86
525426,Sobolevo,RU,54.4299,31.8996,30.85,96,50,11.18
217562,Butembo,CD,0.15,29.2833,63.81,66,31,3.22
1006984,East London,ZA,-33.0153,27.9116,76.71,69,67,10.11
1490796,Strezhevoy,RU,60.7333,77.5889,-4.0,71,0,8.95
6165406,Thompson,CA,55.7435,-97.8558,8.6,66,75,8.05
5962442,Goderich,CA,43.7501,-81.7165,26.6,63,0,17.27
3402429,Caucaia,BR,-3.7361,-38.6531,83.7,74,40,16.11
4465088,Elizabeth City,US,36.2946,-76.2511,46.98,37,1,10.36
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,53.6,87,90,4.61
2259655,Impfondo,CG,1.6381,18.0667,80.2,40,2,3.13
3356343,Karasburg,NA,-28.0167,18.75,79.47,33,36,8.41
1622138,Wanaraja,ID,-7.1749,107.9808,68.59,89,99,2.62
2173911,Broken Hill,AU,-31.95,141.4333,64.4,27,90,12.66
3416888,Grindavik,IS,63.8424,-22.4338,41.0,100,90,8.05
2161515,Kiama,AU,-34.6833,150.8667,60.21,87,99,1.99
1797181,Renqiu,CN,38.6989,116.0936,39.87,80,17,8.08
964420,Port Elizabeth,ZA,-33.918,25.5701,69.8,94,20,18.41
3691954,Sechura,PE,-5.5569,-80.8222,82.06,59,96,17.52
473903,Vetluzhskiy,RU,58.3902,45.4654,25.45,97,100,9.73
3381041,Mana,GF,5.6592,-53.7767,78.4,83,89,6.51
2015306,Tiksi,RU,71.6872,128.8694,-32.6,100,100,2.39
2654970,Brae,GB,60.3964,-1.353,35.6,87,75,1.14
2264557,Ponta do Sol,PT,32.6667,-17.1,51.64,62,62,1.99
3664539,Coari,BR,-4.085,-63.1414,72.5,93,100,2.84
113632,Taft,IR,31.7471,54.2088,51.8,50,0,4.61
2396853,Omboué,GA,-1.5746,9.2618,79.41,90,100,6.69
3443061,Chui,UY,-33.6971,-53.4616,75.88,81,8,12.35
2126710,Beringovskiy,RU,63.05,179.3167,-17.37,80,0,8.16
2409914,Bonthe,SL,7.5264,-12.505,79.5,86,14,6.76
2092164,Lorengau,PG,-2.0226,147.2712,82.29,79,100,11.79
3932145,Pisco,PE,-13.7,-76.2167,78.89,65,75,8.05
2136825,Isangel,VU,-19.55,169.2667,77.0,88,20,9.22
1510377,Belyy Yar,RU,53.6039,91.3903,15.8,86,0,4.47
1899102,Nagato,JP,34.3833,131.2,35.4,75,40,3.44
823981,Qabaqçöl,AZ,41.72,46.2647,33.8,80,0,6.91
3633009,Maracaibo,VE,10.6317,-71.6406,86.47,36,37,14.23
1855540,Naze,JP,28.3667,129.4833,55.69,78,68,17.83
563990,Dvinskoy,RU,62.1535,45.1175,23.05,97,100,10.16
1863997,Fukuechō,JP,32.6881,128.8419,46.74,72,96,23.33
1106643,Quatre Cocos,MU,-20.2078,57.7625,77.85,89,75,10.36
779622,Havøysund,NO,70.9963,24.6622,28.4,93,75,5.57
5380437,Pacific Grove,US,36.6177,-121.9166,57.43,47,1,8.05
5546220,Saint George,US,37.1041,-113.5841,62.08,13,1,2.95
5282297,Bethel,US,41.3712,-73.414,28.99,27,1,19.57
1735106,George Town,MY,5.4112,100.3354,80.06,89,20,2.3
3430443,Necochea,AR,-38.5473,-58.7368,80.01,64,5,7.0
3178416,Collecchio,IT,44.754,10.2184,46.85,65,20,2.3
3369174,Calvinia,ZA,-31.4707,19.776,71.1,47,0,4.16
3547867,Manzanillo,CU,20.3433,-77.1167,87.53,41,1,7.34
3443631,Bella Union,UY,-30.2752,-57.6007,90.0,42,93,8.57
2159220,Mackay,AU,-21.15,149.2,76.19,88,100,10.36
2036892,Hohhot,CN,40.8106,111.6522,21.2,79,0,4.47
480484,Tuma,RU,55.148,40.5537,32.0,78,100,8.43
2022369,Kholtoson,RU,50.2981,103.3097,9.99,86,18,6.04
3393536,Olinda,BR,-8.0089,-34.8553,80.6,65,20,11.5
1139085,Jurm,AF,36.8648,70.8342,36.91,72,84,3.29
1028918,Pemba,MZ,-12.974,40.5178,79.48,84,94,6.11
2171099,Codrington,AU,-38.2667,141.9667,55.69,64,100,7.27
2138555,Poum,NC,-20.2333,164.0167,80.64,79,87,15.57
3868626,Valparaíso,CL,-33.0393,-71.6273,63.7,82,75,9.22
2013727,Vanavara,RU,60.34,102.2797,-30.53,84,96,4.92
707453,Ivanivka,UA,46.7208,34.553,39.06,81,89,14.2
3470137,Belmonte,BR,-15.8631,-38.8828,80.6,69,40,9.22
1701054,Marawi,PH,7.9986,124.2928,73.0,90,53,5.99
1861084,Izumo,JP,35.3667,132.7667,39.2,56,75,14.97
3531368,Celestún,MX,20.8667,-90.4,81.66,66,0,10.87
2729907,Longyearbyen,SJ,78.2186,15.6401,10.4,56,20,13.8
5262680,Merrill,US,45.1805,-89.6835,39.52,48,1,17.27
2152659,Port Macquarie,AU,-31.4333,152.9167,66.99,92,82,5.68
5895424,Bay Roberts,CA,47.5999,-53.2648,34.5,86,97,1.01
189741,Lamu,KE,-2.2717,40.902,77.41,83,3,11.25
1650434,Bambanglipuro,ID,-7.95,110.2833,76.53,87,100,3.29
1015776,Bredasdorp,ZA,-34.5322,20.0403,60.8,94,0,1.7
2381334,Atar,MR,20.5169,-13.0499,69.6,24,2,11.5
6137462,Saint-Augustin,CA,51.226,-58.6502,22.39,97,100,13.96
2303611,Esim,GH,4.8699,-2.2405,80.11,85,100,6.42
2163355,Hobart,AU,-42.8794,147.3294,46.99,71,40,6.91
3163146,Andenes,NO,69.3143,16.1194,33.49,80,75,17.27
86049,Jalu,LY,29.0331,21.5482,60.01,43,0,7.45
1506268,Gornopravdinsk,RU,60.05,69.9,4.75,93,100,10.11
610298,Beyneu,KZ,45.3167,55.2,32.54,97,88,9.24
1803841,Lianzhou,CN,24.7811,112.3825,52.2,75,92,2.13
7117100,Vila,PT,42.0304,-8.1588,48.99,87,33,2.64
5905393,Bonavista,CA,48.6499,-53.1147,32.83,93,100,6.91
2635199,Ullapool,GB,57.8987,-5.1604,33.01,33,0,1.99
4005297,Guamúchil,MX,25.4667,-108.1,92.34,11,2,8.99
2090021,Namatanai,PG,-3.6667,152.4333,80.31,80,94,5.68
2074865,Carnarvon,AU,-24.8667,113.6333,69.8,100,90,1.14
1863495,Gushikawa,JP,26.3544,127.8686,56.88,71,20,8.05
4026082,Lázaro Cárdenas,MX,17.9583,-102.2,81.84,61,2,7.78
236901,Ouadda,CF,8.0777,22.4007,78.01,16,97,8.14
227592,Katete,UG,-0.7818,29.7544,66.74,78,92,2.55
2013918,Ust-Maya,RU,60.4167,134.5333,-20.99,87,100,1.07
5563397,Eureka,US,40.8021,-124.1637,59.32,66,2,1.99
3894426,Coyhaique,CL,-45.5752,-72.0662,66.2,48,0,10.36
141736,Bam,IR,29.106,58.357,62.13,34,0,3.33
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,28.4,93,90,12.66
3420846,Qaqortoq,GL,60.7167,-46.0333,39.2,28,40,40.29
469960,Vytegra,RU,61.0064,36.4481,20.14,95,73,9.48
3421719,Narsaq,GL,60.9167,-46.05,39.2,28,40,40.29
2270385,Camacha,PT,33.0833,-16.3333,59.0,67,20,3.44
739598,Sinop Province,TR,41.7711,34.8709,33.28,91,44,5.23
3448903,São João da Barra,BR,-21.6403,-41.0511,82.4,65,0,18.41
4021858,Guerrero Negro,MX,27.9769,-114.0611,77.83,15,0,4.72
3355672,Lüderitz,NA,-26.6481,15.1594,68.74,66,0,10.51
2178753,Kirakira,SB,-10.4544,161.9205,78.85,84,99,4.88
1182872,Bhag,PK,29.0415,67.8239,70.59,19,0,5.17
3695466,La Unión,PE,-5.4,-80.75,86.11,51,99,18.39
3448455,São Miguel do Araguaia,BR,-13.275,-50.1628,76.35,91,100,0.83
1048364,Chokwé,MZ,-24.5333,32.9833,70.16,96,0,5.32
2208248,Kaitangata,NZ,-46.2817,169.8464,64.0,94,77,2.98
7601762,Bairiki Village,KI,1.3292,172.9752,80.6,78,20,13.8
6533368,Moranbah,AU,-22.0016,148.0466,73.35,86,100,15.14
2139521,Noumea,NC,-22.2763,166.4572,78.93,78,0,3.44
1790437,Zhuhai,CN,22.2769,113.5678,65.48,82,40,17.27
1797929,Qingdao,CN,36.0986,120.3719,39.67,81,0,8.95
5024719,Duluth,US,46.7833,-92.1066,41.92,49,1,25.32
5557293,Sitka,US,57.0531,-135.33,35.6,87,90,5.75
2084442,Vanimo,PG,-2.6741,141.3028,77.52,87,100,12.41
1651103,Atambua,ID,-9.1061,124.8925,73.2,91,97,1.03
1524606,Derzhavīnsk,KZ,51.1,66.3167,-1.71,98,100,17.45
3466165,Cidreira,BR,-30.1811,-50.2056,77.77,81,86,9.42
2125906,Dukat,RU,62.55,155.55,-23.04,86,95,3.24
7671223,Kloulklubed,PW,7.0419,134.2556,78.8,83,75,6.91
4696233,Harlingen,US,26.1906,-97.6961,62.53,51,90,13.8
1738050,Marabu,MY,4.4148,114.0089,75.11,100,40,2.3
4031742,Egvekinot,RU,66.3167,-179.1667,-17.99,83,2,13.13
602150,Umeå,SE,63.8284,20.2597,35.35,69,0,8.05
1513957,Hazorasp,UZ,41.3194,61.0742,33.8,86,90,4.61
986717,Kruisfontein,ZA,-34.0033,24.7314,71.01,87,5,5.99
2389853,Bangui,CF,4.3612,18.555,86.0,48,89,3.44
245338,Am Timan,TD,11.0297,20.2827,80.1,16,29,7.81
3519231,Casa Blanca,MX,18.15,-97.1333,78.24,44,39,9.78
3421319,Nuuk,GL,64.1835,-51.7216,26.29,54,75,10.36
6355222,Yulara,AU,-25.2406,130.9889,75.2,46,0,11.5
933995,Souillac,MU,-20.5167,57.5167,78.8,89,75,10.36
3175096,Laas,IT,46.6166,10.7002,38.53,69,0,4.61
2063036,Port Lincoln,AU,-34.7333,135.8667,59.43,84,31,16.82
5044290,Saint Anthony,US,45.0205,-93.218,45.48,53,1,20.71
1631637,Pemangkat,ID,1.1667,108.9667,77.0,90,63,7.76
1082243,Ambilobe,MG,-13.2,49.05,74.48,90,92,1.99
5509851,Pahrump,US,36.2083,-115.9839,63.3,10,13,1.99
1489822,Tegul'det,RU,57.3064,88.1667,-13.22,98,14,4.59
2630299,Hofn,IS,64.2539,-15.2082,41.77,78,79,9.19
1633419,Padang,ID,-0.9492,100.3543,73.4,94,75,1.14
286245,Sur,OM,22.5667,59.5289,76.03,46,0,7.61
368277,Rabak,SD,13.1809,32.74,76.46,18,0,15.08
1255619,Srīvardhan,IN,18.0333,73.0167,77.09,39,0,5.86
5931800,Cranbrook,CA,49.4999,-115.7688,48.2,34,75,12.66
368246,Raja,SS,8.4596,25.678,73.47,18,59,5.73
64814,Bandarbeyla,SO,9.4942,50.8122,77.36,76,39,15.01
1636426,Manggar,ID,-2.8833,108.2667,77.79,90,96,6.85
535839,Leshukonskoye,RU,64.8989,45.7622,24.57,96,100,13.53
1274676,Chāndur,IN,19.7333,79.1833,71.67,20,0,3.69
2449893,Tessalit,ML,20.1986,1.0114,77.81,15,5,8.37
2015576,Tankhoy,RU,51.5528,105.1306,16.66,91,61,3.0
3130606,Alcañiz,ES,41.05,-0.1333,47.17,97,99,5.99
2112309,Katsuura,JP,35.1333,140.3,41.47,41,20,5.99
3388847,São Félix do Xingu,BR,-6.6447,-51.995,76.66,94,95,2.1
1788852,Xining,CN,36.6167,101.7667,25.54,79,0,1.48
4333811,Morgan City,US,29.6994,-91.2068,48.7,100,90,16.11
1852357,Shimoda,JP,34.6667,138.95,39.0,74,94,1.01
4565090,Guánica,PR,17.9716,-66.908,80.6,63,22,10.0
1489209,Troitskoye,RU,52.9821,84.6757,11.61,96,100,2.13
3382160,Cayenne,GF,4.9333,-52.3333,73.17,94,90,3.44
3573374,The Valley,AI,18.217,-63.0578,79.27,65,40,13.8
1563281,Tuy Hoa,VN,13.0833,109.3,73.81,87,78,7.9
2264508,Portalegre,PT,39.2938,-7.4312,60.8,72,0,3.44
2094342,Kavieng,PG,-2.5744,150.7967,82.71,76,100,11.79
1259395,Porbandar,IN,21.6422,69.6093,71.08,48,0,11.86
3396121,Luís Correia,BR,-2.8792,-41.6669,82.4,74,75,16.11
3421193,Paamiut,GL,61.994,-49.6678,29.26,53,99,5.93
286987,Nizwá,OM,22.9333,57.5333,66.33,48,0,2.37
5000500,Madison Heights,US,42.4859,-83.1052,36.54,35,1,13.8
2377457,Nouadhibou,MR,20.931,-17.0347,71.6,49,94,18.41
2108857,Gizo Government Station,SB,-8.103,156.8419,82.2,80,100,17.54
1857766,Maizuru,JP,35.45,135.3333,35.06,80,100,3.0
3404558,Cabedelo,BR,-6.9811,-34.8339,78.8,94,40,6.91
3576765,Dennery,LC,13.8996,-60.8879,82.4,65,40,9.22
1726449,Basco,PH,20.4487,121.9702,73.29,82,96,28.39
2192362,Christchurch,NZ,-43.5333,172.6333,70.74,46,19,11.5
2122614,Okha,RU,53.5739,142.9478,-16.58,84,1,8.81
5991056,Kenora,CA,49.8167,-94.4337,42.8,52,20,14.97
1487332,Verkhnyaya Inta,RU,65.9811,60.3094,9.01,95,96,3.06
5983720,Iqaluit,CA,63.7506,-68.5145,-4.9,71,20,24.16
4686163,Dickinson,US,29.4608,-95.0513,61.25,55,40,12.66
1800163,Nanchang,CN,28.6833,115.8833,49.53,78,100,3.87
3662761,Porto Walter,BR,-8.2686,-72.7439,83.5,63,67,4.83
2112297,Kamogawa,JP,35.1,140.1,41.67,41,33,5.99
1484923,Zykovo,RU,55.9519,93.1461,-14.8,84,0,3.62
2447513,Arlit,NE,18.7369,7.3853,78.55,8,17,14.45
5404476,Ukiah,US,39.1502,-123.2078,64.02,27,1,3.29
1611424,Chai Badan,TH,15.2,101.1333,82.99,72,68,3.78
4726521,San Patricio,US,28.017,-97.5169,65.53,48,75,12.66
1651591,Amahai,ID,-3.3333,128.9167,77.5,79,100,7.18
5847486,Kailua,US,21.4022,-157.7394,73.4,68,75,16.11
2028164,Deputatsky,RU,69.3,139.9,-35.75,85,99,1.36
3459495,Júlio de Castilhos,BR,-29.2269,-53.6817,87.8,58,75,3.44
2650673,Duns,GB,55.777,-2.3457,36.45,88,2,1.32
3148569,Lærdal,NO,61.098,7.4816,32.0,100,40,26.46
4047434,Russell,US,32.3502,-85.1999,45.86,87,90,6.91
2344245,Dutse,NG,11.7594,9.3392,78.3,17,95,10.25
5554428,Ketchikan,US,55.3422,-131.6461,39.2,87,90,10.36
2018553,Ol'ga,RU,43.7444,135.2892,6.76,84,0,4.9
2025630,Chara,RU,56.9064,118.2631,-26.27,76,23,0.47
1591474,Bac Lieu,VN,9.285,105.7244,78.1,80,79,18.88
5955902,Fort Nelson,CA,58.8053,-122.7002,8.6,72,75,3.44
1735199,Sungai Besar,MY,3.6746,100.9867,77.0,94,40,3.2
1794209,Simao,CN,22.7886,100.9748,54.45,49,0,0.2
4035249,Lufilufi,WS,-13.8745,-171.5986,84.2,79,75,3.44
1162105,Zhob,PK,31.3411,69.4481,55.72,35,9,2.75
1520172,Petropavl,KZ,54.8753,69.1628,1.78,94,86,10.76
1252668,Ziro,IN,27.6333,93.8333,40.35,100,35,3.62
2219235,Ubari,LY,26.5921,12.7805,57.36,35,0,7.52
3392020,Pio IX,BR,-6.8375,-40.5792,73.96,82,100,8.1
1643837,Gorontalo,ID,0.5412,123.0595,74.12,87,91,2.93
556268,Ostrovnoy,RU,68.0531,39.5131,28.27,96,100,28.3
4231997,Avera,US,33.194,-82.5271,45.59,93,90,5.75
2015913,Suntar,RU,62.1444,117.6319,-33.21,83,51,4.38
921900,Dzaoudzi,YT,-12.7887,45.2699,78.8,89,40,3.44
1497210,Novoagansk,RU,61.9449,76.6625,-3.62,92,100,12.59
1067565,Beloha,MG,-25.1667,45.05,73.56,91,100,10.2
5545269,Price,US,39.5994,-110.8107,44.6,21,1,4.61
2206894,Hokitika,NZ,-42.7167,170.9667,59.65,93,99,11.83
3179749,Castano Primo,IT,45.5536,8.7754,44.29,61,0,4.61
498866,Sandata,RU,46.2708,41.7583,35.42,83,100,20.85
2112802,Hasaki,JP,35.7333,140.8333,39.27,70,75,9.22
2093967,Kimbe,PG,-5.5502,150.1429,76.14,90,100,1.66
5917430,Caronport,CA,50.4501,-105.8179,34.7,64,26,3.44
58933,Garoowe,SO,8.4054,48.4845,66.43,86,0,11.03
2780547,Ebensee,AT,47.8072,13.779,34.0,79,0,3.18
671681,Orşova,RO,44.7253,22.3961,40.91,72,0,6.38
234178,Bundibugyo,UG,0.7414,30.0417,78.58,45,91,2.44
3622547,Paraíso,CR,9.8383,-83.8656,74.23,50,0,21.85
1650232,Banjar,ID,-8.19,114.9675,78.8,89,40,5.75
2014624,Udachny,RU,66.4167,112.4,-42.14,79,69,2.3
1283334,Birin,NP,26.8865,88.0718,49.51,47,0,5.41
2312249,Mushie,CD,-3.0167,16.9,76.66,85,100,3.51
687277,Zhurivka,UA,50.5028,31.7849,35.31,80,0,13.42
350203,Rosetta,EG,31.4044,30.4164,59.0,55,40,13.8
758682,Sochaczew,PL,52.2294,20.2384,35.35,100,0,2.3
5870133,Nome,US,64.5011,-165.4064,-0.4,65,1,6.76
4449620,Vicksburg,US,32.3526,-90.8779,46.4,76,90,8.05
608872,Makat,KZ,47.6469,53.3463,27.52,90,60,15.97
1258698,Rameswaram,IN,9.2833,79.3,79.57,66,0,14.63
2070998,Geraldton,AU,-28.7667,114.6,71.6,78,40,10.36
1629001,Samarinda,ID,-0.5,117.15,74.07,97,69,2.64
2236967,Soyo,AO,-6.1349,12.3689,80.35,81,100,0.78
6067747,Matagami,CA,49.7502,-77.6328,10.4,56,1,5.75
3372964,Lagoa,PT,39.05,-27.9833,57.6,67,76,27.92
2618795,Klaksvík,FO,62.2266,-6.589,42.8,93,90,4.61
5856516,‘Āhuimanu,US,21.4447,-157.8378,73.47,68,75,16.11
693581,Slavuta,UA,50.3016,26.8651,34.5,90,0,8.57
1798490,Pulandian,CN,39.3953,121.9669,37.4,70,0,11.18
1526273,Nur-Sultan,KZ,51.1801,71.446,10.4,85,90,17.9
2019884,Mogzon,RU,51.7435,111.9606,4.32,94,96,3.38
